Date,AF,AX,AL,DZ,AS,AD,AO,AI,AQ,AG,AR,AM,AW,AU,AT,AZ,BS,BH,BD,BB,BY,BE,BZ,BJ,BM,BT,BO,BQ,BA,BW,BV,BR,IO,BN,BG,BF,BI,KH,CM,CA,CV,KY,CF,TD,CL,CN,CX,CC,CO,KM,CG,CD,CK,CR,CI,HR,CU,CW,CY,CZ,DK,DJ,DM,DO,EC,EG,SV,GQ,ER,EE,ET,FK,FO,FJ,FI,FR,GF,PF,TF,GA,GM,GE,DE,GH,GI,GR,GL,GD,GP,GU,GT,GG,GN,GW,GY,HT,HM,VA,HN,HK,HU,IS,IN,ID,IR,IQ,IE,IM,IL,IT,JM,JP,JE,JO,KZ,KE,KI,KP,KR,KW,KG,LA,LV,LB,LS,LR,LY,LI,LT,LU,MO,MK,MG,MW,MY,MV,ML,MT,MH,MQ,MR,MU,YT,MX,FM,MD,MC,MN,ME,MS,MA,MZ,MM,NA,NR,NP,NL,NC,NZ,NI,NE,NG,NU,NF,MP,NO,OM,PK,PW,PS,PA,PG,PY,PE,PH,PN,PL,PT,PR,QA,RE,RO,RU,RW,BL,SH,KN,LC,MF,PM,VC,WS,SM,ST,SA,SN,RS,SC,SL,SG,SX,SK,SI,SB,SO,ZA,GS,ES,LK,SD,SR,SS,SJ,SZ,SE,CH,SY,TW,TJ,TZ,TH,TL,TG,TK,TO,TT,TN,TR,TM,TC,TV,UG,UA,AE,GB,US,UM,UY,UZ,VU,VE,VN,VG,VI,WF,EH,YE,ZM,ZW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06-03-01-34,0,0,0,3.21E-07,0,0,0,0,0,0,8.70E-06,0,0,8.55E-05,0.009476927,0,6.42E-07,0,0,0,5.17E-06,0.001908497,0,0,0,0,0,2.89E-07,0,0,0,4.06E-05,0,0,0.004209539,0,0,0,0,0.023275128,0,0,0,0,9.63E-08,0,0,0,3.21E-07,0,0,0,0,1.87E-05,0,7.08E-05,0,0,9.63E-08,0.012543903,0.002456642,0,0,0,0,7.38E-07,0,0,0,0.000841696,0,0,0,0,0.002096988,0.250824705,0,0,0,0,0,0,0.275108362,0,0,0.002002871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016067,0.005183956,0.000623843,0.000141545,1.35E-06,0,0,0.000754221,3.53E-05,0.000337224,0.003813272,0,0.000580299,0,0,0.000142122,1.13E-05,0,0,0.000150081,0,0,0,0.000943386,0,0,0.002332875,0,1.33E-05,0.004556486,0.011368545,0,1.32E-06,0,0,1.19E-05,0,0,0,0,0,0,0,0,0.000100246,0,0.002045806,0,0,0,0,0,0,0,3.21E-08,0,0,0.130249699,0,3.18E-05,0,0,0,0,0,0,0.007853541,0,0,0,0,8.34E-07,0,0,0,0,0,0.00356625,8.97E-05,0,4.75E-05,0,0.020151033,0.010996473,0,0,0,1.19E-06,0,0,0,0,0,0,0,6.42E-07,0,9.63E-08,1.27E-05,0,0.000644316,0,0.001296174,0.000394984,0,0,1.67E-06,0,0.000381186,0,0,0,0,0,0,0.026812851,0.044652862,0,0.000118473,0,0,3.66E-05,0,0,0,0,0,0,0.000336101,0,0,0,0,0.006759689,0,0.050416378,0.07673172,0,0,0,0,6.42E-07,7.22E-06,0.000121361,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07-03-01-06,0,0,0,1.57E-07,0,0,0,0,0,0,8.38E-06,0,0,7.65E-05,0.008818021,0,6.27E-07,0,0,0,4.86E-06,0.002188395,0,0,0,0,0,3.14E-07,0,0,0,4.27E-05,0,0,0.004219175,0,0,3.39E-06,0,0.021909741,0,0,0,0,1.57E-07,0,0,0,1.25E-07,0,0,0,0,2.51E-05,0,5.31E-05,0,0,1.25E-07,0.012329963,0.002740522,0,0,0,0,7.53E-07,0,0,0,0.000904064,0,0,0,0,0.002185635,0.250437695,0,0,0,0,0,0,0.270959386,0,0,0.002277368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164643,0.004667897,0.00057735,0.0001264,1.04E-06,0,0,0.000759907,3.42E-05,0.000412518,0.003464852,0,0.000565679,0,0,0.000128032,1.34E-05,0,0,0.00010331,0,0,0,0.00070764,0,0,0.002280788,0,3.07E-05,0.00457814,0.010992298,0,1.13E-06,0,0,9.07E-06,0,0,0,0,0,0,0,0,0.000115388,0,0.002159281,0,0,0,0,0,0,0,3.14E-08,0,0,0.137420245,0,2.97E-05,0,0,0,0,0,0,0.008216106,0,0,0,0,2.98E-06,0,0,0,0,0,0.002532051,0.000101082,0,3.76E-05,0,0.021188517,0.01053407,0,0,0,1.57E-06,0,0,0,0,0,0,0,8.16E-07,0,9.41E-08,1.44E-05,0,0.000559248,0,0.001341963,0.000560283,0,0,1.60E-06,0,0.000546009,0,0,0,0,0,0,0.027882487,0.045829964,0,0.000112439,0,0,2.65E-05,0,0,0,0,0,0,0.000361004,0,0,0,0,0.007025547,0,0.051521517,0.072762332,0,0,0,0,3.14E-08,6.49E-06,0.000303373,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-08-03-01-32,0,0,0,0,0,0,0,0,0,0,1.21E-05,0,0,9.35E-05,0.008774013,0,0,0,0,0,8.12E-06,0.002222164,0,0,0,0,0,2.30E-07,0,0,0,3.70E-05,0,0,0.004096356,0,0,2.53E-06,0,0.021971614,0,0,0,0,6.57E-08,0,0,0,3.62E-07,0,0,0,0,1.02E-05,0,5.04E-05,0,0,9.86E-08,0.013747875,0.003400083,0,0,0,0,9.20E-07,0,0,0,0.000765624,0,0,0,0,0.001878958,0.263967408,0,0,0,0,0,0,0.270756629,0,0,0.002333323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157766,0.005275885,0.000667875,0.000121907,1.05E-06,0,0,0.000339427,4.73E-05,0.000477176,0.003394528,0,0.000533873,0,0,0.00018968,1.18E-05,0,0,0.000107609,0,0,0,0.000661367,0,0,0.002389494,0,3.22E-05,0.003118241,0.011746846,0,1.41E-06,0,0,7.03E-06,0,0,0,0,0,0,0,0,7.94E-05,0,0.001258412,0,0,0,0,0,0,0,3.29E-08,0,0,0.127482121,0,2.77E-05,0,0,0,0,0,0,0.008278464,0,0,0,0,3.12E-06,0,0,0,0,0,0.002230644,0.000110272,0,1.66E-05,0,0.020796949,0.010892117,0,0,0,1.71E-06,0,0,0,0,0,0,0,1.97E-07,0,9.86E-08,5.88E-06,0,0.000491736,0,0.001468701,0.000473725,0,0,2.40E-06,0,0.000601844,0,0,0,0,0,0,0.030435091,0.046367234,0,9.72E-05,0,0,1.58E-05,0,0,0,0,0,0,0.000477077,0,0,0,0,0.006839015,0,0.046811969,0.071003348,0,0,0,0,3.29E-08,3.25E-06,0.000315827,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-09-03-00-50,0,0,0,1.31E-07,0,0,0,0,0,0,8.61E-06,0,0,6.81E-05,0.00911733,0,0,0,0,0,6.67E-06,0.001829874,0,0,0,0,0,1.57E-07,0,0,0,3.51E-05,0,0,0.00401762,0,0,5.23E-07,0,0.022893976,0,0,0,0,5.49E-07,0,0,0,2.62E-07,0,0,0,0,1.04E-05,0,5.72E-05,0,0,5.23E-08,0.01293475,0.00264564,0,0,5.23E-07,0,7.32E-07,0,0,0,0.000628799,0,0,0,0,0.001466091,0.255693794,0,0,0,0,0,0,0.283330106,0,0,0.002133969,1.57E-07,0,0,0,0,0,0,0,0,0,0,0,0,0.000117573,0.004525447,0.000570288,0.000126205,9.42E-07,0,0,0.000499692,3.87E-05,0.000443926,0.003061762,0,0.000416567,0,5.23E-07,0.000239854,1.45E-05,0,0,9.17E-05,5.23E-07,0,0,0.000702351,0,0,0.002641795,0,3.01E-05,0.001943498,0.010134343,0,1.33E-06,0,0,8.53E-06,0,0,0,0,0,0,0,0,6.93E-05,0,0.001058444,0,0,0,0,0,0,0,2.62E-08,0,0,0.130266585,0,2.46E-05,0,0,0,0,0,0,0.007866585,0,0,0,0,2.93E-06,0,0,0,0,0,0.00253063,9.53E-05,0,1.30E-05,0,0.018884386,0.009681262,0,0,0,1.36E-06,0,0,0,0,0,0,0,0,0,1.31E-07,1.03E-05,0,0.000364882,0,0.00135307,0.000588545,0,0,2.28E-06,0,0.000614152,0,0,0,0,0,0,0.027150091,0.049334837,0,7.45E-05,0,0,1.27E-05,0,0,0,0,0,0,0.000464119,0,0,0,0,0.006196395,0,0.049504355,0.0711954,0,0,0,0,0,2.56E-06,0.000146057,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10-03-01-17,0,0,0,1.68E-07,0,0,0,0,0,0,8.73E-06,0,0,6.87E-05,0.010119333,0,0,0,0,0,9.14E-06,0.002534024,0,0,0,0,0,2.69E-07,6.72E-07,0,0,3.42E-05,0,0,0.004952299,0,0,2.59E-06,0,0.021526638,0,0,0,0,4.03E-07,0,0,0,1.34E-07,0,0,0,0,1.91E-05,0,6.63E-05,0,0,1.01E-07,0.014217061,0.003346811,0,0,0,0,6.72E-07,0,0,0,0.000782692,0,0,0,0,0.001728256,0.258683159,0,0,0,0,0,0,0.271009459,0,0,0.00232819,1.34E-07,0,0,0,0,0,0,0,0,0,0,0,0,0.000127705,0.005159409,0.000624655,0.000107552,1.24E-06,0,0,0.000657808,4.50E-05,0.000475285,0.004239675,0,0.000444181,0,0,0.000225382,1.12E-05,0,0,0.000112859,1.34E-06,0,0,0.000846444,0,0,0.003261495,0,1.69E-05,0.004701624,0.011424536,0,4.70E-07,0,0,7.73E-06,0,0,0,0,0,0,0,0,8.98E-05,0,0.002278277,0,0,0,0,0,0,0,3.36E-08,0,0,0.121125199,0,2.66E-05,0,0,0,0,0,0,0.008661099,0,0,0,0,3.39E-06,0,0,0,0,0,0.003273721,0.000102917,0,1.10E-05,0,0.016082629,0.011993904,0,0,0,1.55E-06,0,0,0,0,0,0,0,3.39E-06,0,1.01E-07,9.67E-06,0,0.000395141,0,0.001319411,0.00073916,0,0,1.44E-06,0,0.000657808,0,0,0,0,0,0,0.030891831,0.050472422,0,9.82E-05,0,0,1.62E-05,0,0,0,0,0,6.72E-07,0.000404613,0,0,0,0,0.007221339,0,0.049359616,0.070662821,0,0,0,0,2.02E-07,2.65E-06,0.000161362,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11-03-01-34,0,0,0,3.38E-08,0,0,0,0,0,0,1.18E-05,0,0,6.60E-05,0.00952892,0,0,0,0,0,7.33E-06,0.002789246,0,0,0,0,0,3.04E-07,0,0,0,4.24E-05,0,0,0.004852092,0,0,0,0,0.023266666,0,0,0,0,5.41E-07,0,0,0,1.62E-06,0,0,0,0,2.46E-05,0,0.000104699,0,0,6.76E-08,0.014117271,0.002397286,0,0,0,0,9.46E-07,0,0,0,0.000872567,0,0,0,0,0.001939424,0.257329456,0,0,0,0,0,0,0.264632433,0,0,0.002413575,1.35E-07,0,0,0,0,0,0,0,0,0,0,0,0,0.00012528,0.005202923,0.000659554,0.000100778,1.05E-06,0,0,0.000639006,2.88E-05,0.000494496,0.003670228,0,0.000436638,0,6.76E-08,0.000362187,1.24E-05,0,0,8.38E-05,3.38E-08,0,0,0.000764184,0,0,0.003281546,0,2.30E-05,0.004923975,0.011978994,0,7.44E-07,0,0,1.16E-05,0,0,0,0,0,0,0,0,9.86E-05,0,0.001930333,0,0,0,0,0,0,0,3.38E-08,0,0,0.120159931,0,2.89E-05,0,0,0,0,0,0,0.008729892,0,0,0,0,3.21E-06,0,0,0,0,0,0.005571294,0.000108146,0,1.63E-05,0,0.016735444,0.012036041,0,0,0,1.96E-06,0,0,0,0,0,0,0,0,0,1.01E-07,9.73E-06,0,0.000415482,0,0.001174902,0.000672092,0,0,2.13E-06,0,0.000693112,0,0,0,0,0,0,0.031300337,0.052387968,0,9.49E-05,0,0,1.55E-05,0,0,0,0,0,0,0.000455293,0,0,0,0,0.007357827,0,0.052273131,0.070521973,0,0,0,0,2.03E-07,4.43E-06,1.01E-07,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12-03-00-44,0,0,0,3.40E-08,0,0,0,0,0,0,1.20E-05,0,0,7.70E-05,0.009646292,0,0,0,0,0,9.93E-06,0.002162829,0,0,0,0,0,3.40E-07,0,0,0,4.08E-05,0,0,0.005373966,0,0,0,0,0.023042235,0,0,0,0,4.08E-07,0,0,0,3.40E-07,0,0,0,0,3.87E-05,0,0.000101564,0,0,1.02E-07,0.012940094,0.003465353,0,0,0,0,9.52E-07,0,0,0,0.00093036,0,0,0,0,0.002000829,0.26031324,0,0,0,0,0,0,0.266876712,0,0,0.002240566,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85E-05,0.005557685,0.000597455,0.000101734,1.05E-06,0,0,0.000346807,1.42E-05,0.000496842,0.004023651,0,0.00043124,0,3.40E-08,0.000307276,9.25E-06,0,0,9.46E-05,0,0,0,0.000829441,0,0,0.003300498,0,2.49E-05,0.000994296,0.010568222,0,1.09E-06,0,0,9.01E-06,0,0,0,0,0,0,0,0,0.000103196,0,0.001954398,0,0,0,0,0,0,0,3.40E-08,0,0,0.12273638,0,2.16E-05,0,0,0,0,0,0,0.008557739,0,0,0,0,3.30E-06,0,0,0,0,0,0.003762602,9.97E-05,0,6.32E-06,0,0.015907177,0.010741745,0,0,0,1.46E-06,0,0,0,0,0,0,0,0,0,1.02E-07,1.11E-05,0,0.000392967,0,0.000925567,0.000778319,0,0,2.28E-06,0,0.000722167,0,0,0,0,0,0,0.030673728,0.050036401,0,8.79E-05,0,0,7.38E-06,0,0,0,0,0,0,0.00046744,0,0,0,0,0.007318336,6.80E-07,0.054403222,0.073166264,0,0,0,0,0,3.84E-06,3.40E-05,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13-05-33-15,0,0,0,0,0,0,0,0,0,0,1.06E-05,0,0,6.26E-05,0.009299944,0,0,0,0,0,8.30E-06,0.002344579,0,0,0,0,0,3.31E-07,0,0,0,3.20E-05,0,0,0.004954979,0,0,8.93E-07,0,0.023117379,0,0,0,0,5.62E-07,0,0,0,4.63E-07,0,0,0,0,5.23E-05,0,0.000133291,0,0,9.92E-08,0.01539456,0.002976825,0,0,0,0,9.26E-07,0,0,0,0.000897967,0,0,0,0,0.001899285,0.263456866,0,0,0,0,0,0,0.26201429,0,0,0.002003959,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73E-05,0.005048107,0.000631749,0.000105501,9.26E-07,0,0,0.000557842,3.90E-05,0.000337974,0.003743552,0,0.000418828,0,6.62E-08,0.00019982,1.01E-05,0,0,8.31E-05,0,0,0,0.000724282,0,0,0.003341364,0,2.68E-05,0.002155312,0.011449963,0,5.62E-07,0,0,9.92E-06,0,0,0,0,0,0,0,0,0.000152413,0,0.001784454,0,0,0,0,0,0,0,3.31E-08,0,0,0.119842306,0,2.67E-05,0,0,0,0,0,0,0.008381929,0,0,0,0,1.29E-06,0,0,0,0,0,0.00556721,9.47E-05,0,1.10E-05,0,0.014528716,0.011004768,0,0,0,1.12E-06,0,0,0,0,0,0,0,0,0,9.92E-08,1.10E-05,0,0.000352299,0,0.000890689,0.00074443,0,0,2.12E-06,0,0.000925823,0,0,0,0,0,0,0.028989348,0.05032621,0,6.83E-05,0,0,1.12E-05,0,0,0,0,0,0,0.000449298,0,0,0,0,0.007154986,0,0.054631277,0.072337201,0,0,0,0,0,3.28E-06,1.20E-05,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14-00-07-17,0,0,0,0,0,0,0,0,0,0,9.56E-06,0,0,7.07E-05,0.009156747,0,6.76E-07,0,0,0,9.79E-06,0.001813725,0,0,0,0,0,4.05E-07,0,0,0,3.36E-05,0,0,0.005323096,0,0,0,0,0.023448257,0,0,0,0,5.74E-07,0,0,0,9.12E-07,0,0,0,0,5.03E-05,0,9.38E-05,0,0,1.01E-07,0.016297351,0.003064104,0,0,0,0,8.44E-07,0,0,0,0.000916202,0,0,0,0,0.001980206,0.259975033,0,0,0,0,0,0,0.262827263,0,0,0.002352179,0,0,0,0,0,2.70E-07,0,0,0,0,0,0,0,7.06E-05,0.005087408,0.000679366,9.81E-05,9.46E-07,0,0,0.000658053,2.92E-05,0.000367244,0.004570909,0,0.000397,0,6.76E-08,0.000193535,1.06E-05,0,0,8.62E-05,0,0,0,0.000773634,0,0,0.003411353,0,2.73E-05,0.002127671,0.010679089,0,5.74E-07,0,0,9.76E-06,0,0,0,0,0,0,0,0,0.000128517,0,0.001950686,0,0,0,0,1.35E-06,0,0,3.38E-08,0,0,0.120599709,0,2.95E-05,0,0,0,0,0,0,0.008205554,0,0,0,0,1.05E-06,0,0,0,0,0,0.004183535,0.000107745,0,1.23E-05,0,0.01533106,0.011396486,0,0,0,8.11E-07,0,0,0,0,0,0,0,3.38E-08,0,1.01E-07,1.02E-05,0,0.000374168,0,0.000891005,0.000291688,0,0,1.11E-06,0,0.000928091,0,0,0,0,0,0,0.031326726,0.051266254,0,9.76E-05,0,0,1.08E-05,0,0,0,0,0,6.76E-07,0.000449657,0,0,0,0,0.007794672,0,0.05408849,0.073660098,0,0,0,0,1.35E-06,3.31E-06,5.88E-05,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14-01-00-05,0,0,0,0,0,0,0,0,0,0,1.04E-05,0,0,6.38E-05,0.009159116,0,6.74E-07,0,0,0,9.77E-06,0.001812693,0,0,0,0,0,4.04E-07,3.03E-07,0,0,3.35E-05,0,0,0.005682155,0,0,0,0,0.023362229,0,0,0,0,5.73E-07,0,0,0,9.09E-07,0,0,0,0,5.02E-05,0,9.35E-05,0,0,1.01E-07,0.016283558,0.003059168,0,0,0,0,8.42E-07,0,0,0,0.001111623,0,0,0,0,0.001974826,0.260082388,0,0,0,0,0,0,0.264216433,0,0,0.002334758,0,0,0,0,0,2.69E-07,0,0,0,0,0,0,0,7.04E-05,0.005065788,0.000688643,9.80E-05,9.43E-07,0,0,0.000670288,2.91E-05,0.000376165,0.004571643,0,0.000400482,0,6.74E-08,0.000192983,1.06E-05,0,0,8.53E-05,0,0,0,0.000771427,0,0,0.003401621,0,2.72E-05,0.002157368,0.010638181,0,5.73E-07,0,0,9.73E-06,0,0,0,0,0,0,0,0,0.000127948,0,0.001945794,0,0,0,0,6.74E-07,0,0,3.37E-08,0,0,0.119824543,0,2.94E-05,0,0,0,0,0,0,0.00827493,0,0,0,0,9.43E-07,0,0,0,0,0,0.004174597,0.000107437,0,1.22E-05,0,0.015295505,0.011562984,0,0,0,1.11E-06,0,0,0,0,0,0,0,3.37E-08,0,1.01E-07,1.02E-05,0,0.000360302,0,0.000894862,0.000290586,0,0,1.18E-06,0,0.000932145,0,0,0,0,0,0,0.031228258,0.051141109,0,9.74E-05,0,0,9.87E-06,0,0,0,0,0,0,0.000445781,0,0,0,0,0.0077984,0,0.053289283,0.073375954,0,0,0,0,1.55E-06,3.30E-06,5.86E-05,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14-03-00-54,0,0,0,0,0,0,0,0,0,0,1.54E-05,0,0,8.46E-05,0.009074581,0,3.30E-06,0,0,0,1.05E-05,0.00208691,0,0,0,0,0,3.78E-07,0,0,0,4.02E-05,0,0,0.005827109,0,0,0,0,0.025221399,0,0,0,0,5.35E-07,0,0,0,1.32E-06,0,0,0,0,4.69E-05,0,9.13E-05,0,0,1.26E-07,0.014053015,0.002988647,0,0,0,0,1.48E-06,0,0,0,0.001130192,0,0,0,0,0.002015941,0.261859722,0,0,0,0,0,0,0.248601847,0,0,0.002256639,1.57E-07,0,0,0,0,0,0,0,0,0,0,0,0,9.40E-05,0.004826487,0.000710292,0.000124377,2.42E-06,0,0,0.000674477,3.71E-05,0.00042204,0.005014092,0,0.000519918,0,6.29E-08,0.000278527,1.04E-05,0,0,0.000100364,0,0,0,0.000858557,0,0,0.003493395,0,3.21E-05,0.002046594,0.010139028,0,5.35E-07,0,0,1.05E-05,0,0,0,0,0,0,0,0,0.000126171,0,0.001864623,0,0,0,0,0,0,0,3.15E-08,0,0,0.114541307,0,3.95E-05,0,0,0,0,0,0,0.008481648,0,0,0,0,5.41E-06,0,0,0,0,0,0.003971518,0.000111348,0,1.93E-05,0,0.014253335,0.013264955,0,0,0,1.73E-06,0,0,0,0,0,0,0,1.92E-06,0,9.44E-08,1.01E-05,0,0.000432205,0,0.001059285,0.000378231,0,0,1.42E-06,0,0.000992187,0,0,0,0,0,0,0.032167117,0.051690034,0,0.0001223,0,0,1.11E-05,0,0,0,0,0,6.29E-07,0.000490964,0,0,0,0,0.008701417,0,0.056272267,0.085988185,0,0,0,0,0,6.67E-06,6.67E-05,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
