Date,AF,AX,AL,DZ,AS,AD,AO,AI,AQ,AG,AR,AM,AW,AU,AT,AZ,BS,BH,BD,BB,BY,BE,BZ,BJ,BM,BT,BO,BQ,BA,BW,BV,BR,IO,BN,BG,BF,BI,KH,CM,CA,CV,KY,CF,TD,CL,CN,CX,CC,CO,KM,CG,CD,CK,CR,CI,HR,CU,CW,CY,CZ,DK,DJ,DM,DO,EC,EG,SV,GQ,ER,EE,ET,FK,FO,FJ,FI,FR,GF,PF,TF,GA,GM,GE,DE,GH,GI,GR,GL,GD,GP,GU,GT,GG,GN,GW,GY,HT,HM,VA,HN,HK,HU,IS,IN,ID,IR,IQ,IE,IM,IL,IT,JM,JP,JE,JO,KZ,KE,KI,KP,KR,KW,KG,LA,LV,LB,LS,LR,LY,LI,LT,LU,MO,MK,MG,MW,MY,MV,ML,MT,MH,MQ,MR,MU,YT,MX,FM,MD,MC,MN,ME,MS,MA,MZ,MM,NA,NR,NP,NL,NC,NZ,NI,NE,NG,NU,NF,MP,NO,OM,PK,PW,PS,PA,PG,PY,PE,PH,PN,PL,PT,PR,QA,RE,RO,RU,RW,BL,SH,KN,LC,MF,PM,VC,WS,SM,ST,SA,SN,RS,SC,SL,SG,SX,SK,SI,SB,SO,ZA,GS,ES,LK,SD,SR,SS,SJ,SZ,SE,CH,SY,TW,TJ,TZ,TH,TL,TG,TK,TO,TT,TN,TR,TM,TC,TV,UG,UA,AE,GB,US,UM,UY,UZ,VU,VE,VN,VG,VI,WF,EH,YE,ZM,ZW
2015-09-29-14-33-54,0,0,0,7.18E-08,0,0,0,0,0,0,1.51E-06,5.68E-05,0,2.60E-05,0.008700866,0,0,0,0,0,3.23E-06,0.000154459,0,0,0,0,0,0,0,0,0,2.37E-05,0,0,0.002424941,0,0,1.20E-07,0,0.015947309,0,0,0,0,3.11E-07,4.79E-07,0,0,3.23E-06,0,0,0,0,5.45E-05,0,0.000373429,0,0,0,0.011259352,0.006254151,0,0,0,0,1.20E-06,0,0,0,0.001149,0,0,0,0,0.001391228,0.283513416,0,0,0,0,0,1.20E-07,0.235875196,0,0,0.001542289,0,0,0,0,0.000146443,0,0,0,0,0,0,0,0,4.18E-05,0.008598093,0.000482686,9.94E-05,1.51E-06,0,0,0.001347966,3.80E-05,0.000352898,0.007406931,0,0.000394031,0,0,0.000186116,1.91E-07,0,0,5.96E-05,0,0,0,0.001530756,0,0,0.001517069,0,2.82E-05,0.011369423,0.01037371,0,5.50E-07,0,0,4.81E-06,0,0,0,0,0,0,0,0,0.000140915,0,0.002043161,0,0,0,0,9.57E-07,0,0,1.44E-07,0,0,0.129044453,0,4.82E-05,0,0,0,0,0,0,0.007637291,0,0,0,4.79E-07,6.22E-07,0,0,0,0,0,0.006019053,0.000140413,0,0,2.87E-07,0.022817667,0.012892234,0,0,0,0,0,0,0,0,0,0,0,5.50E-07,0,6.58E-05,7.15E-06,0,0.000392547,0,0.001275462,1.28E-05,0,0,3.40E-06,0,0.001211597,0,0,0,0,0,0,0.028229055,0.03700422,0,8.30E-05,0,0,5.74E-07,0,0,0,0,0,0,0.000323777,0,0,0,0,0.009061972,0,0.056759609,0.07203948,0,0,0,0,8.85E-07,4.98E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29-14-42-29,0,0,0,9.59E-08,0,0,0,0,0,0,1.34E-06,5.70E-05,0,2.43E-05,0.00871231,0,0,0,0,0,3.24E-06,0.000155604,0,0,0,0,0,0,1.20E-07,0,0,2.33E-05,0,0,0.002432696,0,0,1.20E-07,0,0.016024492,0,0,0,0,3.12E-07,4.79E-07,0,0,3.24E-06,0,0,0,0,5.46E-05,0,0.000374294,0,0,0,0.011273502,0.006366236,0,0,0,0,1.25E-06,0,0,0,0.001150015,0,0,0,0,0.001389462,0.284409025,0,0,0,0,0,1.20E-07,0.234214924,0,0,0.001553958,0,0,0,0,0.000146688,0,0,0,0,0,0,0,0,4.19E-05,0.008626646,0.000483423,9.88E-05,1.51E-06,0,0,0.001350201,3.81E-05,0.00035325,0.007387731,0,0.000407587,0,0,0.000186428,1.92E-07,0,0,5.87E-05,0,0,0,0.001531763,0,0,0.001519611,0,3.09E-05,0.011299556,0.010374319,0,5.51E-07,0,0,4.82E-06,0,0,0,0,0,0,0,0,0.00014084,0,0.002046106,0,0,0,0,1.13E-06,0,0,1.44E-07,0,0,0.128927557,0,4.85E-05,0,0,0,0,0,0,0.00764978,0,0,0,4.79E-07,5.27E-07,0,0,0,0,0,0.006026529,0.000140648,0,0,2.88E-07,0.022857518,0.012875685,0,0,0,0,0,0,0,0,0,0,0,4.79E-07,0,6.59E-05,7.17E-06,0,0.000393996,0,0.0012776,1.28E-05,0,0,3.40E-06,0,0.001218973,0,0,0,0,0,0,0.028004709,0.037533439,0,8.26E-05,0,0,6.95E-07,0,0,0,0,0,0,0.000326477,0,0,0,0,0.00928667,0,0.056878426,0.072016366,0,0,0,0,8.87E-07,4.87E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29-15-17-59,0,0,0,9.59E-08,0,0,0,0,0,0,1.34E-06,5.70E-05,0,2.43E-05,0.00871231,0,0,0,0,0,3.24E-06,0.000155604,0,0,0,0,0,0,1.20E-07,0,0,2.33E-05,0,0,0.002432696,0,0,1.20E-07,0,0.016024492,0,0,0,0,3.12E-07,4.79E-07,0,0,3.24E-06,0,0,0,0,5.46E-05,0,0.000374294,0,0,0,0.011273502,0.006366236,0,0,0,0,1.25E-06,0,0,0,0.001150015,0,0,0,0,0.001389462,0.284409025,0,0,0,0,0,1.20E-07,0.234214924,0,0,0.001553958,0,0,0,0,0.000146688,0,0,0,0,0,0,0,0,4.19E-05,0.008626646,0.000483423,9.88E-05,1.51E-06,0,0,0.001350201,3.81E-05,0.00035325,0.007387731,0,0.000407587,0,0,0.000186428,1.92E-07,0,0,5.87E-05,0,0,0,0.001531763,0,0,0.001519611,0,3.09E-05,0.011299556,0.010374319,0,5.51E-07,0,0,4.82E-06,0,0,0,0,0,0,0,0,0.00014084,0,0.002046106,0,0,0,0,1.13E-06,0,0,1.44E-07,0,0,0.128927557,0,4.85E-05,0,0,0,0,0,0,0.00764978,0,0,0,4.79E-07,5.27E-07,0,0,0,0,0,0.006026529,0.000140648,0,0,2.88E-07,0.022857518,0.012875685,0,0,0,0,0,0,0,0,0,0,0,4.79E-07,0,6.59E-05,7.17E-06,0,0.000393996,0,0.0012776,1.28E-05,0,0,3.40E-06,0,0.001218973,0,0,0,0,0,0,0.028004709,0.037533439,0,8.26E-05,0,0,6.95E-07,0,0,0,0,0,0,0.000326477,0,0,0,0,0.00928667,0,0.056878426,0.072016366,0,0,0,0,8.87E-07,4.87E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29-15-57-52,0,0,0,7.45E-08,0,0,0,0,0,0,1.51E-06,5.78E-05,0,2.05E-05,0.008877026,0,0,0,0,0,2.86E-06,0.000139594,0,0,0,0,0,0,1.24E-07,0,0,2.28E-05,0,0,0.002495905,0,0,2.48E-08,0,0.015457617,0,0,0,0,2.48E-07,4.97E-07,0,0,1.56E-06,0,0,0,0,5.33E-05,0,0.000376663,0,0,0,0.011200506,0.006556178,0,0,0,0,1.29E-06,0,0,0,0.001183433,0,0,0,0,0.00136239,0.28552239,0,0,0,0,0,1.24E-07,0.239237404,0,0,0.001606164,0,0,0,0,0.00012889,0,0,0,0,0,0,0,0,3.73E-05,0.008793831,0.000493906,6.96E-05,1.56E-06,0,0,0.001471189,3.82E-05,0.000316539,0.007058926,0,0.000321307,0,0,0.000183799,1.99E-07,0,0,4.94E-05,0,0,0,0.001433242,0,0,0.0015745,0,3.20E-05,0.012681058,0.010818926,0,2.24E-07,0,0,3.53E-06,0,0,0,0,0,0,0,0,0.000110886,0,0.001995989,0,0,0,0,2.16E-06,0,0,7.45E-08,0,0,0.129197883,0,3.90E-05,0,0,2.48E-08,0,0,0,0.00746457,0,0,0,0,4.72E-07,0,0,0,0,0,0.006109433,9.40E-05,0,0,2.98E-07,0.024610925,0.011613378,0,0,0,0,0,0,0,0,0,0,0,4.97E-07,0,6.15E-05,6.90E-06,0,0.000343335,0,0.001298044,1.21E-05,0,0,3.30E-06,0,0.001155519,0,0,0,0,0,0,0.028601513,0.03797103,0,7.26E-05,0,0,7.20E-07,0,0,0,0,0,0,0.000334892,0,0,0,0,0.008698517,0,0.05782694,0.062681839,0,0,0,0,5.46E-07,4.74E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29-16-11-51,0,0,0,7.45E-08,0,0,0,0,0,0,1.51E-06,5.78E-05,0,2.05E-05,0.008877026,0,0,0,0,0,2.86E-06,0.000139594,0,0,0,0,0,0,1.24E-07,0,0,2.28E-05,0,0,0.002495905,0,0,2.48E-08,0,0.015457617,0,0,0,0,2.48E-07,4.97E-07,0,0,1.56E-06,0,0,0,0,5.33E-05,0,0.000376663,0,0,0,0.011200506,0.006556178,0,0,0,0,1.29E-06,0,0,0,0.001183433,0,0,0,0,0.00136239,0.28552239,0,0,0,0,0,1.24E-07,0.239237404,0,0,0.001606164,0,0,0,0,0.00012889,0,0,0,0,0,0,0,0,3.73E-05,0.008793831,0.000493906,6.96E-05,1.56E-06,0,0,0.001471189,3.82E-05,0.000316539,0.007058926,0,0.000321307,0,0,0.000183799,1.99E-07,0,0,4.94E-05,0,0,0,0.001433242,0,0,0.0015745,0,3.20E-05,0.012681058,0.010818926,0,2.24E-07,0,0,3.53E-06,0,0,0,0,0,0,0,0,0.000110886,0,0.001995989,0,0,0,0,2.16E-06,0,0,7.45E-08,0,0,0.129197883,0,3.90E-05,0,0,2.48E-08,0,0,0,0.00746457,0,0,0,0,4.72E-07,0,0,0,0,0,0.006109433,9.40E-05,0,0,2.98E-07,0.024610925,0.011613378,0,0,0,0,0,0,0,0,0,0,0,4.97E-07,0,6.15E-05,6.90E-06,0,0.000343335,0,0.001298044,1.21E-05,0,0,3.30E-06,0,0.001155519,0,0,0,0,0,0,0.028601513,0.03797103,0,7.26E-05,0,0,7.20E-07,0,0,0,0,0,0,0.000334892,0,0,0,0,0.008698517,0,0.05782694,0.062681839,0,0,0,0,5.46E-07,4.74E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29-16-21-48,0,0,0,7.45E-08,0,0,0,0,0,0,1.51E-06,5.78E-05,0,2.05E-05,0.008877026,0,0,0,0,0,2.86E-06,0.000139594,0,0,0,0,0,0,1.24E-07,0,0,2.28E-05,0,0,0.002495905,0,0,2.48E-08,0,0.015457617,0,0,0,0,2.48E-07,4.97E-07,0,0,1.56E-06,0,0,0,0,5.33E-05,0,0.000376663,0,0,0,0.011200506,0.006556178,0,0,0,0,1.29E-06,0,0,0,0.001183433,0,0,0,0,0.00136239,0.28552239,0,0,0,0,0,1.24E-07,0.239237404,0,0,0.001606164,0,0,0,0,0.00012889,0,0,0,0,0,0,0,0,3.73E-05,0.008793831,0.000493906,6.96E-05,1.56E-06,0,0,0.001471189,3.82E-05,0.000316539,0.007058926,0,0.000321307,0,0,0.000183799,1.99E-07,0,0,4.94E-05,0,0,0,0.001433242,0,0,0.0015745,0,3.20E-05,0.012681058,0.010818926,0,2.24E-07,0,0,3.53E-06,0,0,0,0,0,0,0,0,0.000110886,0,0.001995989,0,0,0,0,2.16E-06,0,0,7.45E-08,0,0,0.129197883,0,3.90E-05,0,0,2.48E-08,0,0,0,0.00746457,0,0,0,0,4.72E-07,0,0,0,0,0,0.006109433,9.40E-05,0,0,2.98E-07,0.024610925,0.011613378,0,0,0,0,0,0,0,0,0,0,0,4.97E-07,0,6.15E-05,6.90E-06,0,0.000343335,0,0.001298044,1.21E-05,0,0,3.30E-06,0,0.001155519,0,0,0,0,0,0,0.028601513,0.03797103,0,7.26E-05,0,0,7.20E-07,0,0,0,0,0,0,0.000334892,0,0,0,0,0.008698517,0,0.05782694,0.062681839,0,0,0,0,5.46E-07,4.74E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29-16-59-43,0,0,0,7.45E-08,0,0,0,0,0,0,1.74E-06,5.78E-05,0,2.05E-05,0.009098473,0,0,0,0,0,2.85E-06,0.000139504,0,0,0,0,0,0,0,0,0,2.22E-05,0,0,0.00250546,0,0,2.48E-08,0,0.015499021,0,0,0,0,2.48E-07,4.96E-07,0,0,1.56E-06,0,0,0,0,5.33E-05,0,0.000375501,0,0,0,0.011048127,0.006620239,0,0,0,0,1.29E-06,0,0,0,0.001183909,0,0,0,0,0.001384664,0.283431684,0,0,0,0,0,1.24E-07,0.243751395,0,0,0.001577304,0,0,0,0,0.000128807,0,0,0,0,0,0,0,0,3.68E-05,0.008739402,0.000493587,7.05E-05,1.56E-06,0,0,0.001473539,2.46E-05,0.000269403,0.007057911,0,0.000366269,0,0,0.00018368,1.99E-07,0,0,4.99E-05,0,0,0,0.001499821,0,0,0.001573482,0,3.20E-05,0.012645261,0.010823844,0,2.23E-07,0,0,3.52E-06,0,0,0,0,0,0,0,0,0.000110814,0,0.002046172,0,0,0,0,0,0,0,7.45E-08,0,0,0.12647884,0,3.90E-05,0,0,0,0,0,0,0.007455451,0,0,0,0,3.72E-07,0,0,0,0,0,0.005987918,9.23E-05,0,0,2.98E-07,0.024603054,0.011967745,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15E-05,6.90E-06,0,0.00033949,0,0.001297204,1.21E-05,0,0,3.30E-06,0,0.001152265,0,0,0,0,0,0,0.02855021,0.037915704,0,7.26E-05,0,0,7.20E-07,0,0,0,0,0,0,0.000334278,0,0,0,0,0.008521968,0,0.057911931,0.062780715,0,0,0,0,5.46E-07,4.74E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29-17-27-18,0,0,0,7.45E-08,0,0,0,0,0,0,1.74E-06,5.78E-05,0,2.05E-05,0.009098473,0,0,0,0,0,2.85E-06,0.000139504,0,0,0,0,0,0,0,0,0,2.22E-05,0,0,0.00250546,0,0,2.48E-08,0,0.015499021,0,0,0,0,2.48E-07,4.96E-07,0,0,1.56E-06,0,0,0,0,5.33E-05,0,0.000375501,0,0,0,0.011048127,0.006620239,0,0,0,0,1.29E-06,0,0,0,0.001183909,0,0,0,0,0.001384664,0.283431684,0,0,0,0,0,1.24E-07,0.243751395,0,0,0.001577304,0,0,0,0,0.000128807,0,0,0,0,0,0,0,0,3.68E-05,0.008739402,0.000493587,7.05E-05,1.56E-06,0,0,0.001473539,2.46E-05,0.000269403,0.007057911,0,0.000366269,0,0,0.00018368,1.99E-07,0,0,4.99E-05,0,0,0,0.001499821,0,0,0.001573482,0,3.20E-05,0.012645261,0.010823844,0,2.23E-07,0,0,3.52E-06,0,0,0,0,0,0,0,0,0.000110814,0,0.002046172,0,0,0,0,0,0,0,7.45E-08,0,0,0.12647884,0,3.90E-05,0,0,0,0,0,0,0.007455451,0,0,0,0,3.72E-07,0,0,0,0,0,0.005987918,9.23E-05,0,0,2.98E-07,0.024603054,0.011967745,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15E-05,6.90E-06,0,0.00033949,0,0.001297204,1.21E-05,0,0,3.30E-06,0,0.001152265,0,0,0,0,0,0,0.02855021,0.037915704,0,7.26E-05,0,0,7.20E-07,0,0,0,0,0,0,0.000334278,0,0,0,0,0.008521968,0,0.057911931,0.062780715,0,0,0,0,5.46E-07,4.74E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29-17-34-25,0,0,0,7.45E-08,0,0,0,0,0,0,1.74E-06,5.78E-05,0,2.05E-05,0.009098473,0,0,0,0,0,2.85E-06,0.000139504,0,0,0,0,0,0,0,0,0,2.22E-05,0,0,0.00250546,0,0,2.48E-08,0,0.015499021,0,0,0,0,2.48E-07,4.96E-07,0,0,1.56E-06,0,0,0,0,5.33E-05,0,0.000375501,0,0,0,0.011048127,0.006620239,0,0,0,0,1.29E-06,0,0,0,0.001183909,0,0,0,0,0.001384664,0.283431684,0,0,0,0,0,1.24E-07,0.243751395,0,0,0.001577304,0,0,0,0,0.000128807,0,0,0,0,0,0,0,0,3.68E-05,0.008739402,0.000493587,7.05E-05,1.56E-06,0,0,0.001473539,2.46E-05,0.000269403,0.007057911,0,0.000366269,0,0,0.00018368,1.99E-07,0,0,4.99E-05,0,0,0,0.001499821,0,0,0.001573482,0,3.20E-05,0.012645261,0.010823844,0,2.23E-07,0,0,3.52E-06,0,0,0,0,0,0,0,0,0.000110814,0,0.002046172,0,0,0,0,0,0,0,7.45E-08,0,0,0.12647884,0,3.90E-05,0,0,0,0,0,0,0.007455451,0,0,0,0,3.72E-07,0,0,0,0,0,0.005987918,9.23E-05,0,0,2.98E-07,0.024603054,0.011967745,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15E-05,6.90E-06,0,0.00033949,0,0.001297204,1.21E-05,0,0,3.30E-06,0,0.001152265,0,0,0,0,0,0,0.02855021,0.037915704,0,7.26E-05,0,0,7.20E-07,0,0,0,0,0,0,0.000334278,0,0,0,0,0.008521968,0,0.057911931,0.062780715,0,0,0,0,5.46E-07,4.74E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29-18-19-54,0,0,0,0,0,0,0,0,0,0,1.76E-06,5.86E-05,0,2.07E-05,0.009227934,0,0,0,0,0,2.89E-06,0.000140326,0,0,0,0,5.03E-07,0,1.26E-07,0,0,2.21E-05,0,0,0.002536665,0,0,2.52E-08,0,0.015731171,0,0,0,0,2.52E-07,5.03E-07,0,0,1.59E-06,0,0,0,0,5.40E-05,0,0.000380695,0,0,0,0.011399026,0.006755658,0,0,0,0,1.41E-06,0,0,0,0.001201289,0,0,0,0,0.001406859,0.284110454,0,0,0,0,0,1.26E-07,0.240740443,0,1.51E-07,0.001600453,0,0,0,0,0.000130589,0,0,0,0,0,0,0,0,3.72E-05,0.008860978,0.000500414,7.15E-05,1.08E-06,5.03E-07,0,0.001494548,2.50E-05,0.000273632,0.007169692,0,0.000367158,0,0,0.000186221,2.01E-07,0,0,5.01E-05,0,0,0,0.001521319,0,0,0.001595244,0,3.25E-05,0.012651318,0.010970273,0,2.77E-07,0,0,3.57E-06,0,0,0,0,0,0,0,0,0.000112447,0,0.00213574,0,0,0,0,0,0,0,7.55E-08,0,0,0.124288347,0,3.96E-05,0,0,0,0,0,0,0.00754475,0,0,0,0,3.77E-07,0,0,0,0,0,0.006181496,9.41E-05,0,5.03E-07,3.02E-07,0.024944109,0.0121735,0,0,0,0,0,0,0,0,0,0,0,2.52E-08,0,6.23E-05,6.99E-06,0,0.000378757,0,0.001313535,1.24E-05,0,0,3.35E-06,0,0.00116249,0,0,0,0,0,0,0.029034804,0.03781227,0,7.44E-05,0,0,7.30E-07,0,0,0,0,0,0,0.000338901,0,0,0,0,0.008665523,0,0.058778584,0.063495425,0,0,0,0,5.54E-07,4.81E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29-18-37-34,0,0,0,0,0,0,0,0,0,0,1.76E-06,5.86E-05,0,2.07E-05,0.009227934,0,0,0,0,0,2.89E-06,0.000140326,0,0,0,0,5.03E-07,0,1.26E-07,0,0,2.21E-05,0,0,0.002536665,0,0,2.52E-08,0,0.015731171,0,0,0,0,2.52E-07,5.03E-07,0,0,1.59E-06,0,0,0,0,5.40E-05,0,0.000380695,0,0,0,0.011399026,0.006755658,0,0,0,0,1.41E-06,0,0,0,0.001201289,0,0,0,0,0.001406859,0.284110454,0,0,0,0,0,1.26E-07,0.240740443,0,1.51E-07,0.001600453,0,0,0,0,0.000130589,0,0,0,0,0,0,0,0,3.72E-05,0.008860978,0.000500414,7.15E-05,1.08E-06,5.03E-07,0,0.001494548,2.50E-05,0.000273632,0.007169692,0,0.000367158,0,0,0.000186221,2.01E-07,0,0,5.01E-05,0,0,0,0.001521319,0,0,0.001595244,0,3.25E-05,0.012651318,0.010970273,0,2.77E-07,0,0,3.57E-06,0,0,0,0,0,0,0,0,0.000112447,0,0.00213574,0,0,0,0,0,0,0,7.55E-08,0,0,0.124288347,0,3.96E-05,0,0,0,0,0,0,0.00754475,0,0,0,0,3.77E-07,0,0,0,0,0,0.006181496,9.41E-05,0,5.03E-07,3.02E-07,0.024944109,0.0121735,0,0,0,0,0,0,0,0,0,0,0,2.52E-08,0,6.23E-05,6.99E-06,0,0.000378757,0,0.001313535,1.24E-05,0,0,3.35E-06,0,0.00116249,0,0,0,0,0,0,0.029034804,0.03781227,0,7.44E-05,0,0,7.30E-07,0,0,0,0,0,0,0.000338901,0,0,0,0,0.008665523,0,0.058778584,0.063495425,0,0,0,0,5.54E-07,4.81E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29-18-48-08,0,0,0,0,0,0,0,0,0,0,1.44E-06,5.89E-05,0,2.08E-05,0.009133501,0,0,0,0,0,2.91E-06,0.000129853,0,0,0,0,5.06E-07,0,0,0,0,2.32E-05,0,0,0.00253589,0,0,2.53E-08,0,0.015828306,0,0,0,0,7.59E-07,5.06E-07,0,0,1.59E-06,0,0,0,0,5.43E-05,0,0.000374077,0,0,0,0.011547659,0.006814614,0,0,0,0,1.42E-06,0,0,0,0.001207534,0,0,0,0,0.00142092,0.285436198,0,0,0,0,0,1.26E-07,0.23827618,0,1.52E-07,0.001609717,0,0,0,0,0.000131295,0,0,0,0,0,0,0,0,3.63E-05,0.009094492,0.000503829,7.15E-05,1.09E-06,5.06E-07,0,0.001502227,2.51E-05,0.000274859,0.007266001,0,0.000323987,0,0,0.000187228,2.02E-07,0,0,5.04E-05,0,0,0,0.001548016,0,0,0.001603873,0,3.27E-05,0.012750868,0.011072872,0,2.78E-07,0,0,3.62E-06,0,0,0,0,0,0,0,0,0.000113005,0,0.001982402,0,0,0,0,6.83E-07,0,0,7.59E-08,0,0,0.122971385,0,3.98E-05,0,0,0,0,0,0,0.007556899,0,0,0,5.06E-07,4.81E-07,0,0,0,0,0,0.006214376,9.93E-05,0,1.26E-07,3.04E-07,0.025120626,0.012220375,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30E-05,7.03E-06,0,0.000381691,0,0.001319856,1.24E-05,0,0,3.39E-06,0,0.001173231,0,0,0,0,0,0,0.029144956,0.038388325,0,7.48E-05,0,0,5.06E-07,0,0,0,0,0,0,0.000341139,0,0,0,0,0.008736125,0,0.059096757,0.063958794,0,0,0,0,5.31E-07,4.83E-06,0,0,0,0,0,0,0
