2015-10-08-08-33-27,0,0,0,0,0,0,0,0,0,0,7,2,0,49,78,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,21,0,0,39,0,0,1,0,227,0,0,0,0,2,3,0,0,3,0,0,0,0,2,0,6,0,0,0,81,45,0,0,0,0,1,0,0,0,11,0,0,0,0,63,790,0,0,0,0,0,0,1367,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,19,44,20,8,2,0,0,25,1,16,65,0,66,0,0,5,2,0,0,11,0,0,0,28,0,0,1,0,1,20,28,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,21,0,0,0,0,1,0,0,1,0,0,500,0,14,0,0,0,0,0,0,55,0,0,0,0,1,0,0,0,1,0,47,9,0,0,2,75,301,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,62,0,16,5,0,0,10,0,48,0,0,0,0,0,0,229,157,0,15,0,0,2,0,0,0,0,0,0,9,0,0,0,0,82,0,269,1413,0,0,0,0,0,11,0,0,0,0,0,0,0
2015-10-08-17-32-30,0,0,0,0,0,0,0,0,0,0,7,2,0,49,78,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,21,0,0,39,0,0,0,0,227,0,0,0,0,2,3,0,0,3,0,0,0,0,2,0,6,0,0,0,81,45,0,0,0,0,1,0,0,0,11,0,0,0,0,63,789,0,0,0,0,0,0,1365,0,0,17,0,0,0,0,1,1,0,0,0,0,0,0,0,18,44,20,8,2,0,0,25,1,17,64,0,66,0,0,4,2,0,0,11,0,0,0,28,0,0,1,0,1,20,28,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,21,0,0,0,0,1,0,0,1,0,0,499,0,14,0,0,0,0,0,0,55,0,0,0,0,1,0,0,0,1,0,48,9,0,0,2,76,303,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,63,0,16,5,0,0,10,0,47,0,0,0,0,0,0,228,158,0,15,0,0,2,0,0,0,0,0,0,9,0,0,0,0,81,0,268,1414,0,0,0,0,0,12,0,0,0,0,0,0,0
2015-10-08-11-19-29,0,0,0,0,0,0,0,0,0,0,6,2,0,50,79,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,21,0,0,39,0,0,1,0,227,0,0,0,0,2,3,0,0,3,0,0,0,0,2,0,6,0,0,0,81,45,0,0,0,0,1,0,0,0,11,0,0,0,0,62,787,0,0,0,0,0,0,1374,0,0,17,0,0,0,0,1,1,0,0,0,0,0,0,0,18,43,20,8,2,0,0,25,1,17,66,0,66,0,0,4,2,0,0,10,0,0,0,28,0,0,1,0,1,20,28,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,21,0,0,0,0,1,0,0,1,0,0,498,0,13,0,0,0,0,0,0,55,0,0,0,0,1,0,0,0,1,0,50,9,0,0,2,76,305,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,62,0,16,5,0,0,9,0,48,0,0,0,0,0,0,227,160,0,15,0,0,3,0,0,0,0,0,0,10,0,0,0,0,81,0,269,1413,0,1,0,0,0,11,0,0,0,0,0,0,0
2015-10-09-04-59-36,0,0,0,0,0,0,0,0,0,0,7,2,0,46,78,0,0,0,0,0,2,21,0,0,0,0,0,0,1,0,0,23,0,0,38,0,0,1,0,227,0,0,0,0,2,3,0,0,2,0,0,0,0,2,0,6,0,0,0,79,45,0,0,0,0,2,0,0,0,10,0,0,0,0,63,783,0,0,0,0,0,0,1353,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,18,42,20,8,2,0,0,26,1,16,63,0,68,0,0,4,2,0,0,10,0,0,0,27,0,0,1,0,1,21,28,0,1,0,0,7,0,0,0,0,0,0,0,0,10,0,21,0,0,0,0,1,0,0,0,0,0,495,0,13,0,0,0,0,0,0,55,0,0,0,1,2,0,0,0,0,0,49,9,0,0,2,74,270,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,64,0,16,5,0,0,8,0,46,0,0,0,0,0,0,225,156,0,15,0,0,3,0,0,0,0,0,0,10,0,0,0,0,76,0,274,1405,0,1,0,0,0,11,0,0,0,0,0,0,0
2015-10-09-05-54-02,0,0,0,0,0,0,0,0,0,0,8,2,0,46,76,0,0,0,0,0,2,21,0,0,0,0,0,0,1,0,0,22,0,0,37,0,0,1,0,226,0,0,0,0,2,3,0,0,3,0,0,0,0,2,0,6,0,0,0,79,45,0,0,0,0,2,0,0,0,10,0,0,0,0,63,785,0,0,0,0,0,0,1353,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,18,42,20,8,2,0,0,25,1,16,63,0,67,0,0,4,2,0,0,10,0,0,0,27,0,0,1,0,1,21,28,0,1,0,0,7,0,0,0,0,0,0,0,0,10,0,21,0,0,0,0,1,0,0,0,0,0,491,0,13,0,0,0,0,0,0,53,0,0,0,1,2,0,0,0,0,0,49,9,0,0,2,74,271,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,64,0,16,5,0,0,8,0,45,0,0,0,0,0,0,226,155,0,15,0,0,3,0,0,0,0,0,0,10,0,0,0,0,76,0,275,1404,0,1,0,0,0,11,0,0,0,0,0,0,0
2015-10-10-15-21-04,0,0,0,0,0,0,0,0,0,0,5,2,0,52,83,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,23,0,0,35,0,0,0,0,223,0,0,0,0,2,3,0,0,2,0,0,0,0,2,0,6,0,0,0,85,44,0,0,0,0,3,0,0,0,10,0,0,0,0,63,792,0,0,0,0,0,0,1408,0,1,19,1,0,0,0,1,1,0,0,0,0,0,0,0,21,42,20,10,1,0,0,24,1,16,68,0,72,0,0,3,2,0,0,11,0,0,0,27,0,0,1,0,1,21,26,0,1,0,0,7,0,0,0,0,0,0,0,0,7,0,22,0,0,0,0,2,0,0,1,0,0,493,0,13,0,0,0,0,0,0,59,0,0,0,1,2,0,0,0,1,0,49,9,0,1,2,75,297,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,65,0,17,5,0,0,8,0,48,0,0,0,0,0,0,228,163,1,16,0,0,3,0,0,0,0,0,0,9,0,0,0,0,85,0,273,1381,0,0,0,0,0,12,0,0,0,0,0,0,0
2015-10-11-07-29-59,0,0,0,0,0,0,0,0,0,0,7,2,0,49,76,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,22,0,0,38,0,0,0,0,223,0,0,0,0,2,3,0,0,2,0,0,0,0,2,0,6,0,0,0,83,43,0,0,0,0,3,0,0,0,10,0,0,0,0,63,781,0,0,0,0,0,0,1362,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,19,42,20,11,1,0,0,22,1,15,65,0,71,0,0,3,1,0,0,11,1,0,0,27,0,0,1,0,1,22,26,0,1,0,0,7,0,0,0,0,0,0,0,0,9,0,22,0,0,0,0,1,0,0,1,0,0,485,0,12,0,0,0,0,0,0,56,0,0,0,0,2,0,0,0,0,0,49,8,0,0,2,71,268,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,66,0,16,5,0,0,8,0,44,0,0,0,0,0,0,224,158,0,16,0,0,2,0,0,0,0,0,0,9,0,0,0,0,69,0,274,1400,0,0,0,0,0,12,0,0,0,0,0,0,0
2015-10-12-11-27-45,0,0,0,0,0,0,0,0,0,0,6,2,0,52,81,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,24,0,0,39,0,0,0,0,225,0,0,0,0,2,1,0,0,3,0,0,0,0,2,0,7,0,0,1,82,43,0,0,0,0,3,0,0,0,8,0,0,0,0,63,786,0,0,0,0,0,0,1381,0,0,20,0,0,0,0,1,1,0,0,0,0,0,0,0,20,43,20,10,2,0,0,22,1,15,62,0,69,0,0,3,1,0,0,11,0,0,0,26,0,0,1,0,1,19,27,0,1,0,0,7,0,0,1,0,0,0,0,0,8,0,22,0,0,0,0,1,0,0,1,0,0,491,0,13,0,0,0,0,0,0,58,0,1,0,1,2,0,0,0,0,0,52,9,0,0,1,78,288,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,67,0,15,5,0,0,9,0,49,0,0,0,0,0,0,224,161,0,16,0,0,2,0,0,0,0,0,0,7,0,0,0,0,74,0,277,1396,0,0,0,0,0,12,0,0,0,0,0,0,0
2015-10-12-16-29-49,0,0,0,0,0,0,0,0,0,0,7,2,0,51,77,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,26,0,0,38,0,0,0,0,222,0,0,0,0,2,1,0,0,3,0,0,0,0,2,0,6,0,0,1,83,45,0,0,0,0,3,0,0,0,8,0,0,0,0,63,795,0,0,0,0,0,0,1391,0,0,20,0,0,0,0,1,1,0,0,0,0,0,0,0,18,42,20,10,1,0,0,22,1,15,64,0,71,0,0,4,1,0,0,12,0,0,0,26,0,0,1,0,1,19,27,0,1,0,0,7,0,0,1,0,0,0,0,0,8,0,22,0,0,0,0,1,0,0,1,0,0,490,0,13,0,0,0,0,0,0,60,0,0,0,1,1,0,0,0,0,0,53,10,0,0,1,78,292,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,66,0,16,5,0,0,8,0,50,0,0,0,0,0,0,225,161,0,15,0,0,3,0,0,0,0,0,0,7,0,0,0,0,81,0,271,1389,0,0,0,0,0,12,0,0,0,0,0,0,0
2015-10-13-10-29-58,0,0,0,0,0,0,0,0,0,0,4,2,0,52,76,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,25,0,0,38,0,0,1,0,221,0,0,0,0,2,1,0,0,3,0,0,0,0,2,0,6,0,0,1,86,44,0,0,0,0,3,0,0,0,9,0,0,0,0,63,782,0,0,0,0,0,1,1385,0,0,20,0,0,0,0,1,1,0,0,0,0,0,0,0,19,42,20,9,1,0,0,22,1,15,64,0,67,0,0,3,1,0,0,12,0,0,0,26,0,0,1,0,1,19,27,0,1,0,0,7,0,0,1,0,0,0,0,0,10,0,20,0,0,0,0,1,0,0,1,0,0,493,0,13,0,0,0,0,0,0,59,0,1,0,0,2,0,0,0,0,0,55,8,0,0,1,76,290,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,66,0,14,5,0,0,9,0,45,0,0,0,0,0,0,223,155,0,15,0,0,2,0,0,0,0,0,0,9,0,0,0,0,75,0,272,1404,0,0,0,0,0,11,0,0,0,0,0,0,0
